City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Kolkata,Male,56,Electronics,315.08,49,4521.19,2023-06-29,2.3,Cash,Yes,Returned
Hyderabad,Male,52,Groceries,346.02,30,2953.33,2023-09-01,4.5,UPI,Yes,Not Returned
Jaipur,Female,21,Clothing,480.88,16,974.45,2023-02-28,4.4,Cash,Yes,Not Returned
Hyderabad,Male,30,Groceries,67.17,23,316.64,2023-08-08,2.9,Cash,Yes,Not Returned
Mumbai,Female,50,Groceries,267.79,16,635.26,2023-03-12,3.9,UPI,No,Not Returned
Mumbai,Female,20,Groceries,150.3,30,1331.78,2023-02-03,3.1,Wallet,Yes,Not Returned
Lucknow,Female,22,Clothing,46.71,8,103.57,2023-05-22,1.7,Net Banking,No,Returned
Mumbai,Female,34,Toys,401.13,36,3545.22,2023-04-15,3.2,Net Banking,No,Not Returned
Delhi,Male,65,Toys,276.51,49,1622.84,2023-08-20,2.8,Wallet,No,Returned
Ahmedabad,Female,38,Books,477.55,40,4021.53,2023-03-08,1.9,Wallet,Yes,Not Returned
Bengaluru,Female,20,Books,314.33,19,1738.31,2023-03-02,3.1,Cash,No,Returned
Hyderabad,Male,31,Groceries,421.62,44,2733.15,2023-07-25,3.0,Wallet,Yes,Returned
Hyderabad,Female,26,Books,322.68,4,319.84,2023-10-27,3.7,UPI,No,Returned
Hyderabad,Male,49,Books,166.96,10,480.22,2023-01-18,3.5,Credit Card,No,Returned
Mumbai,Female,48,Electronics,427.48,13,1201.95,2023-03-09,4.3,Credit Card,No,Returned
Mumbai,Male,21,Toys,254.89,49,1833.67,2023-09-12,1.3,Net Banking,No,Returned
Lucknow,Female,64,Toys,54.99,41,637.64,2023-11-27,4.2,Wallet,Yes,Returned
Hyderabad,Male,25,Toys,489.74,13,702.24,2024-01-01,3.4,Credit Card,No,Not Returned
Hyderabad,Male,23,Books,453.01,11,1222.76,2023-06-29,1.8,UPI,Yes,Not Returned
Mumbai,Male,47,Toys,40.69,32,272.35,2023-02-21,1.7,Wallet,Yes,Returned
Bengaluru,Male,35,Books,132.0,43,733.28,2023-04-16,3.7,UPI,No,Not Returned
Jaipur,Male,42,Clothing,400.75,47,2916.7,2023-03-23,2.9,Cash,No,Not Returned
Ahmedabad,Male,48,Toys,79.68,45,541.06,2023-03-03,2.6,Cash,Yes,Returned
Delhi,Female,29,Electronics,453.9,25,2612.41,2023-03-04,4.4,UPI,Yes,Not Returned
Chennai,Female,39,Groceries,97.2,2,45.99,2023-05-11,4.0,Credit Card,No,Not Returned
Kolkata,Male,42,Electronics,493.69,20,2595.41,2023-06-20,2.0,Net Banking,Yes,Returned
Hyderabad,Female,56,Groceries,411.89,12,1112.32,2023-03-28,4.0,Credit Card,No,Not Returned
Ahmedabad,Male,56,Groceries,286.3,24,967.05,2023-06-02,4.9,Cash,Yes,Not Returned
Mumbai,Male,30,Books,252.79,6,357.45,2023-03-03,2.5,Cash,Yes,Not Returned
Jaipur,Male,18,Groceries,238.9,14,343.24,2023-02-22,2.6,Wallet,Yes,Not Returned
Delhi,Male,62,Clothing,444.11,5,515.42,2023-07-17,1.5,Wallet,Yes,Not Returned
Delhi,Male,63,Clothing,364.12,50,5140.98,2023-08-30,2.1,Net Banking,No,Not Returned
Jaipur,Male,30,Books,287.83,13,452.6,2023-04-30,3.9,Credit Card,No,Returned
Kolkata,Female,46,Books,290.22,35,1709.79,2023-06-03,4.9,Net Banking,Yes,Not Returned
Ahmedabad,Male,38,Books,207.92,34,1520.25,2023-07-12,2.0,Credit Card,Yes,Not Returned
Pune,Female,32,Electronics,405.94,41,1999.5,2023-09-30,3.4,Net Banking,Yes,Returned
Bengaluru,Female,30,Books,102.16,39,517.73,2023-03-22,1.1,Cash,Yes,Not Returned
Mumbai,Male,40,Clothing,39.79,50,281.46,2023-02-26,1.2,Wallet,No,Returned
Hyderabad,Male,36,Toys,53.76,43,306.26,2023-10-13,4.8,Wallet,No,Not Returned
Hyderabad,Male,30,Electronics,378.81,37,2650.62,2023-04-01,4.4,UPI,No,Not Returned
Mumbai,Female,33,Books,118.29,37,455.55,2023-12-15,3.2,Net Banking,Yes,Not Returned
Pune,Female,63,Toys,173.16,36,1640.56,2023-08-31,1.2,Cash,No,Returned
Bengaluru,Female,20,Groceries,480.27,47,6122.55,2023-07-11,2.9,Credit Card,Yes,Returned
Kolkata,Male,44,Groceries,406.02,47,4876.24,2023-01-27,3.2,Net Banking,No,Returned
Kolkata,Male,52,Clothing,20.74,35,140.67,2023-07-31,2.8,UPI,Yes,Not Returned
Chennai,Male,22,Books,114.25,1,33.52,2023-02-25,1.6,Net Banking,Yes,Not Returned
Hyderabad,Female,43,Clothing,30.57,27,189.11,2023-03-19,3.0,Cash,No,Not Returned
Mumbai,Female,48,Books,185.51,30,628.64,2023-03-16,1.9,Credit Card,No,Returned
Pune,Female,61,Books,169.6,41,1313.0,2023-06-23,4.7,Net Banking,Yes,Returned
Bengaluru,Male,20,Books,212.59,21,1059.3,2023-06-27,4.7,UPI,No,Returned
Ahmedabad,Female,30,Groceries,105.96,30,418.25,2023-12-05,2.8,UPI,No,Not Returned
Lucknow,Male,32,Books,311.51,12,587.64,2023-04-10,3.2,Cash,Yes,Returned
Bengaluru,Male,24,Toys,35.94,26,131.07,2023-09-26,4.8,UPI,No,Returned
Jaipur,Male,55,Books,385.76,13,779.39,2023-06-20,4.8,Net Banking,Yes,Returned
Jaipur,Female,21,Clothing,380.17,17,1621.14,2023-07-08,3.2,Wallet,No,Returned
Chennai,Male,54,Clothing,406.5,36,3371.25,2023-04-23,1.5,Credit Card,No,Returned
Lucknow,Female,21,Groceries,210.08,9,260.54,2023-05-07,2.2,UPI,No,Returned
Jaipur,Male,33,Clothing,108.97,44,979.31,2023-04-15,3.7,Credit Card,No,Returned
Kolkata,Male,57,Groceries,467.38,39,4340.99,2023-10-19,4.0,UPI,No,Returned
Kolkata,Female,22,Books,174.39,32,864.06,2023-06-04,1.5,Credit Card,No,Returned
Mumbai,Male,44,Clothing,198.78,30,641.85,2023-09-26,2.9,Cash,Yes,Returned
Chennai,Male,56,Clothing,312.16,41,1971.26,2023-08-05,1.9,Net Banking,No,Returned
Jaipur,Male,34,Toys,393.24,8,467.95,2023-01-05,1.8,Net Banking,No,Returned
Chennai,Male,55,Electronics,370.0,39,3073.75,2023-01-11,4.1,Net Banking,No,Returned
Delhi,Male,50,Electronics,367.19,32,2922.34,2023-04-27,4.8,Credit Card,Yes,Not Returned
Kolkata,Female,51,Books,40.56,37,152.85,2023-03-18,1.5,UPI,Yes,Returned
Jaipur,Female,57,Electronics,279.67,28,2138.07,2023-08-30,1.1,Cash,Yes,Not Returned
Ahmedabad,Male,34,Electronics,462.39,36,2798.52,2023-09-17,4.8,Cash,No,Returned
Pune,Male,58,Electronics,486.02,23,1564.16,2023-06-08,1.0,Credit Card,No,Not Returned
Chennai,Male,58,Clothing,25.59,35,101.39,2023-01-26,2.9,Wallet,Yes,Not Returned
Kolkata,Female,40,Electronics,435.1,38,3856.68,2023-08-29,4.9,Credit Card,No,Not Returned
Chennai,Female,33,Clothing,309.35,9,454.9,2023-10-21,3.4,UPI,No,Returned
Bengaluru,Female,24,Books,97.08,9,166.46,2023-09-04,4.4,Credit Card,Yes,Not Returned
Hyderabad,Female,25,Toys,59.56,36,241.55,2023-10-08,4.3,Cash,Yes,Not Returned
Jaipur,Male,19,Books,80.92,42,1007.11,2023-01-07,1.8,Net Banking,Yes,Not Returned
Chennai,Male,22,Electronics,467.82,13,1679.58,2023-11-30,4.1,Cash,No,Not Returned
Delhi,Female,34,Books,16.44,22,69.28,2023-10-19,3.0,Wallet,No,Returned
Delhi,Female,28,Clothing,245.21,40,1146.23,2023-01-07,3.7,Cash,No,Not Returned
Kolkata,Male,43,Books,382.84,16,624.43,2023-12-01,4.8,UPI,Yes,Not Returned
Jaipur,Female,40,Clothing,98.41,4,63.24,2023-01-12,3.6,Credit Card,Yes,Not Returned
Ahmedabad,Male,34,Clothing,263.36,19,1001.84,2023-06-11,1.2,UPI,Yes,Not Returned
Ahmedabad,Male,36,Books,14.91,40,87.91,2023-01-28,4.4,Wallet,No,Not Returned
Kolkata,Male,22,Groceries,116.96,25,646.77,2023-05-22,3.6,Cash,Yes,Returned
Mumbai,Male,55,Electronics,370.68,9,351.6,2023-09-08,2.7,Cash,Yes,Not Returned
Ahmedabad,Male,59,Toys,445.46,49,4031.19,2023-01-07,3.1,Wallet,Yes,Not Returned
Lucknow,Female,57,Clothing,129.12,14,243.78,2023-05-10,3.1,Net Banking,No,Returned
Pune,Male,25,Toys,179.34,7,242.56,2023-06-28,2.1,Cash,Yes,Returned
Delhi,Female,58,Groceries,65.66,30,272.34,2023-08-08,2.2,UPI,No,Returned
Delhi,Male,19,Electronics,109.1,2,63.79,2023-09-29,3.6,UPI,No,Returned
Chennai,Female,43,Books,481.12,22,1686.76,2023-05-28,4.6,Wallet,No,Returned
Hyderabad,Female,28,Electronics,458.8,37,2393.43,2023-06-07,4.5,Wallet,Yes,Not Returned
Jaipur,Male,55,Toys,13.48,46,97.35,2023-03-22,1.2,Wallet,No,Returned
Jaipur,Female,32,Clothing,88.14,24,535.03,2023-04-29,4.2,Cash,Yes,Not Returned
Pune,Male,58,Books,68.55,16,220.9,2023-06-25,4.1,Net Banking,No,Returned
Bengaluru,Female,38,Toys,180.14,16,743.06,2023-09-28,1.9,UPI,No,Not Returned
Chennai,Male,30,Groceries,408.27,31,2885.62,2023-05-21,4.5,Credit Card,Yes,Not Returned
Lucknow,Male,62,Electronics,96.95,49,1397.72,2023-04-06,1.5,Credit Card,Yes,Not Returned
Mumbai,Male,27,Clothing,265.02,35,2054.85,2023-08-31,4.2,Credit Card,No,Returned
Mumbai,Female,26,Electronics,214.62,49,1292.76,2023-09-26,2.1,UPI,No,Not Returned
Ahmedabad,Female,39,Clothing,447.41,16,1502.35,2023-04-09,3.7,Net Banking,No,Returned
Pune,Female,27,Electronics,223.91,22,1194.6,2023-12-05,2.9,Credit Card,Yes,Not Returned
Hyderabad,Female,56,Electronics,222.31,48,1696.14,2023-04-06,4.0,Wallet,Yes,Not Returned
Lucknow,Male,55,Electronics,263.64,37,2691.02,2023-02-23,4.6,Cash,No,Not Returned
Bengaluru,Female,38,Clothing,250.43,1,69.57,2023-05-09,4.7,UPI,Yes,Returned
Hyderabad,Female,28,Groceries,192.22,6,131.18,2023-11-06,1.5,Net Banking,Yes,Returned
Jaipur,Male,61,Electronics,336.74,45,3516.39,2023-08-07,3.6,Wallet,Yes,Returned
Pune,Female,46,Electronics,214.6,34,1601.18,2023-03-17,3.4,Credit Card,Yes,Returned
Delhi,Male,23,Groceries,177.59,23,630.29,2023-07-11,4.0,Cash,No,Not Returned
Mumbai,Male,53,Electronics,349.15,32,1335.16,2023-05-18,2.9,Wallet,Yes,Not Returned
Lucknow,Male,33,Clothing,265.33,13,506.85,2023-09-05,2.0,Credit Card,Yes,Returned
Kolkata,Female,43,Clothing,463.68,45,2295.93,2023-08-25,1.7,Net Banking,Yes,Returned
Jaipur,Female,50,Books,90.73,46,960.52,2023-09-24,2.7,Cash,Yes,Not Returned
Pune,Male,55,Books,471.1,35,3271.32,2023-04-06,1.5,Credit Card,No,Returned
Lucknow,Male,34,Clothing,196.15,50,2127.97,2023-03-22,2.6,Cash,No,Not Returned
Jaipur,Male,18,Books,60.19,2,32.43,2023-06-07,2.3,Wallet,No,Returned
Delhi,Male,58,Toys,247.72,11,572.92,2023-09-13,2.3,Net Banking,No,Returned
Ahmedabad,Male,37,Books,349.88,48,4736.23,2023-03-05,1.1,UPI,No,Returned
Pune,Female,38,Electronics,90.13,20,351.98,2023-03-10,1.8,Cash,No,Not Returned
Bengaluru,Male,27,Electronics,458.31,26,2045.55,2023-09-07,3.3,Net Banking,No,Not Returned
Jaipur,Male,62,Clothing,153.22,50,1220.06,2023-05-19,2.9,Net Banking,No,Returned
Hyderabad,Female,63,Groceries,195.47,44,1286.29,2023-10-09,4.6,Net Banking,Yes,Returned
Mumbai,Female,40,Groceries,249.34,50,2269.1,2023-11-25,4.9,Cash,Yes,Not Returned
Lucknow,Female,19,Toys,395.25,42,3646.39,2023-06-28,4.3,Wallet,Yes,Returned
Kolkata,Female,45,Books,485.4,12,1300.55,2023-03-14,2.8,Wallet,Yes,Returned
Pune,Male,34,Groceries,10.33,46,72.82,2023-09-04,2.9,Wallet,Yes,Returned
Jaipur,Male,55,Books,394.88,4,205.64,2023-08-26,3.2,Credit Card,No,Returned
Delhi,Female,23,Clothing,161.87,3,67.3,2023-11-07,2.8,Cash,Yes,Not Returned
Delhi,Male,19,Electronics,41.63,38,165.92,2023-09-10,4.8,Credit Card,No,Not Returned
Bengaluru,Male,47,Books,464.09,30,2549.67,2023-03-01,2.3,Wallet,No,Not Returned
Hyderabad,Female,18,Electronics,262.09,5,348.11,2023-07-02,4.4,UPI,Yes,Not Returned
Mumbai,Female,45,Toys,243.51,25,1462.87,2023-02-21,3.5,Net Banking,No,Not Returned
Kolkata,Male,33,Groceries,103.72,15,219.08,2023-01-24,4.2,Cash,No,Not Returned
Mumbai,Male,23,Electronics,237.48,30,984.06,2023-07-08,2.0,Wallet,No,Not Returned
Delhi,Female,37,Electronics,86.54,49,737.3,2023-10-19,3.1,UPI,Yes,Not Returned
Bengaluru,Male,57,Groceries,424.12,13,916.43,2023-07-06,1.3,UPI,No,Not Returned
Kolkata,Female,65,Toys,251.8,46,1288.72,2023-05-27,2.9,Wallet,No,Returned
Delhi,Male,65,Groceries,14.57,36,100.59,2023-04-09,2.1,UPI,No,Returned
Jaipur,Female,22,Electronics,50.07,34,238.35,2023-02-22,2.5,Cash,Yes,Not Returned
Jaipur,Male,20,Books,207.23,3,125.43,2023-07-28,1.8,Wallet,No,Returned
Lucknow,Female,26,Groceries,159.35,7,292.25,2023-05-14,2.1,Cash,No,Returned
Kolkata,Female,55,Clothing,128.08,43,1356.82,2023-10-05,1.8,Cash,No,Not Returned
Jaipur,Female,30,Groceries,305.01,13,656.0,2023-03-06,3.8,UPI,No,Returned
Ahmedabad,Female,33,Electronics,274.23,38,2965.39,2023-08-26,3.1,Wallet,No,Not Returned
Jaipur,Female,64,Groceries,195.25,45,1676.96,2023-04-14,2.9,Wallet,No,Not Returned
Jaipur,Male,64,Groceries,164.57,45,1626.49,2023-07-28,2.7,Credit Card,Yes,Not Returned
Hyderabad,Female,51,Toys,278.48,25,1738.87,2023-09-24,1.1,UPI,No,Returned
Delhi,Female,26,Toys,461.9,8,917.11,2023-03-22,1.6,UPI,No,Returned
Kolkata,Female,58,Toys,387.04,34,1372.37,2023-09-30,1.9,Credit Card,No,Returned
Ahmedabad,Male,60,Groceries,94.21,26,720.75,2023-01-09,2.7,Net Banking,Yes,Not Returned
Bengaluru,Female,18,Groceries,44.86,43,374.75,2023-12-01,3.5,Net Banking,Yes,Returned
Lucknow,Male,56,Books,456.21,45,2299.65,2023-07-12,3.6,Wallet,Yes,Returned
Hyderabad,Male,65,Clothing,218.47,45,2797.19,2023-07-24,3.8,Cash,Yes,Returned
Lucknow,Female,31,Electronics,39.52,50,264.84,2023-03-14,4.5,Credit Card,Yes,Returned
Pune,Male,22,Toys,151.21,44,1498.96,2023-11-13,3.4,Credit Card,Yes,Not Returned
Hyderabad,Male,35,Electronics,305.02,22,1394.49,2023-05-06,2.3,Net Banking,Yes,Returned
Bengaluru,Female,45,Clothing,132.6,38,1237.0,2023-08-06,4.9,Net Banking,Yes,Returned
Ahmedabad,Female,26,Toys,214.45,14,601.53,2023-11-18,3.5,Credit Card,Yes,Returned
Mumbai,Male,32,Toys,32.29,50,428.62,2023-12-14,3.9,Net Banking,Yes,Returned
Delhi,Female,22,Toys,336.3,45,4127.6,2023-07-19,1.5,Credit Card,Yes,Returned
Jaipur,Male,53,Groceries,132.18,41,845.08,2023-12-01,4.6,Net Banking,No,Returned
Kolkata,Male,33,Groceries,342.2,36,2648.47,2023-03-19,2.4,Net Banking,No,Returned
Hyderabad,Male,26,Clothing,227.98,46,2607.08,2023-01-09,3.3,Credit Card,Yes,Returned
Chennai,Female,37,Books,457.63,39,1820.4,2023-02-12,2.3,Credit Card,Yes,Not Returned
Jaipur,Male,30,Clothing,407.53,28,1964.53,2023-11-11,1.1,Credit Card,Yes,Not Returned
Jaipur,Male,58,Toys,153.33,39,1637.04,2023-02-01,2.0,UPI,Yes,Not Returned
Ahmedabad,Male,59,Clothing,145.59,36,1297.12,2023-07-15,3.5,UPI,No,Not Returned
Pune,Male,27,Electronics,337.97,32,2901.82,2023-08-30,1.6,Net Banking,No,Returned
Hyderabad,Female,20,Toys,272.02,46,2351.91,2023-03-18,2.9,Cash,Yes,Not Returned
Pune,Female,63,Electronics,493.32,14,1830.45,2023-06-03,3.6,Credit Card,Yes,Returned
Jaipur,Male,24,Toys,461.06,39,3614.55,2023-04-13,3.9,Wallet,No,Returned
Chennai,Male,61,Electronics,168.09,26,876.28,2023-08-22,1.9,Cash,Yes,Not Returned
Ahmedabad,Female,42,Books,441.19,40,4945.7,2023-12-14,3.8,UPI,No,Returned
Mumbai,Male,43,Electronics,9.45,2,5.26,2023-11-17,2.7,UPI,No,Returned
Mumbai,Male,24,Groceries,360.67,22,798.66,2023-11-16,4.2,Wallet,No,Returned
Pune,Female,44,Clothing,227.59,27,1724.25,2023-06-29,4.2,UPI,No,Returned
Kolkata,Female,23,Books,422.09,47,2608.71,2023-10-24,3.0,Credit Card,No,Not Returned
Chennai,Male,59,Books,272.71,7,429.25,2023-10-25,3.8,Wallet,No,Not Returned
Pune,Female,23,Groceries,268.69,28,1777.41,2023-07-11,2.5,UPI,No,Returned
Hyderabad,Male,59,Groceries,332.51,33,2390.24,2023-05-13,3.7,Wallet,No,Not Returned
Delhi,Female,26,Toys,383.74,45,4163.5,2023-03-10,3.1,Credit Card,Yes,Returned
Hyderabad,Male,37,Clothing,496.31,46,2456.94,2023-03-19,2.4,UPI,Yes,Returned
Lucknow,Male,36,Clothing,336.77,37,2978.08,2023-01-24,3.2,Wallet,Yes,Not Returned
Hyderabad,Female,42,Toys,330.15,38,2724.14,2023-08-16,4.5,Wallet,No,Returned
Pune,Male,42,Electronics,128.36,42,702.32,2023-03-04,2.8,Wallet,Yes,Not Returned
Bengaluru,Female,45,Toys,307.64,31,1465.89,2023-03-13,1.6,Credit Card,Yes,Not Returned
Chennai,Female,43,Electronics,50.13,37,456.2,2023-06-12,2.2,Cash,No,Returned
Delhi,Female,18,Books,309.99,17,1205.35,2023-06-08,3.6,UPI,No,Returned
Pune,Male,34,Books,428.18,44,4389.55,2023-10-05,4.5,Credit Card,Yes,Returned
Bengaluru,Male,61,Groceries,59.33,25,386.48,2023-01-21,2.2,Wallet,Yes,Not Returned
Pune,Male,18,Electronics,462.55,9,775.84,2023-08-27,4.8,Wallet,No,Returned
Pune,Female,65,Electronics,322.2,28,1421.7,2023-01-27,2.3,Cash,No,Not Returned
Delhi,Male,50,Clothing,496.48,9,1002.75,2023-03-23,4.6,Wallet,Yes,Returned
Pune,Female,36,Groceries,240.47,43,1592.0,2023-05-07,4.2,Cash,No,Not Returned
Chennai,Female,57,Electronics,377.84,15,800.4,2023-09-13,2.4,Wallet,Yes,Returned
Chennai,Female,53,Clothing,390.78,14,1147.04,2023-02-15,3.0,UPI,No,Not Returned
Pune,Female,40,Toys,283.14,50,3151.98,2023-03-11,4.0,Credit Card,No,Not Returned
Pune,Male,48,Clothing,168.24,43,1548.94,2023-07-02,4.4,UPI,Yes,Returned
Kolkata,Female,44,Clothing,214.48,42,1661.59,2023-03-19,1.4,Net Banking,Yes,Not Returned
Bengaluru,Female,63,Groceries,141.43,18,491.38,2023-04-04,4.2,Credit Card,No,Not Returned
Kolkata,Female,42,Groceries,295.72,35,2632.05,2023-09-13,2.3,UPI,No,Returned
Hyderabad,Male,43,Clothing,310.42,28,2602.72,2023-02-04,2.2,Cash,No,Returned
Kolkata,Female,49,Electronics,289.81,41,1837.58,2023-11-15,2.5,Wallet,No,Returned
Chennai,Male,57,Toys,229.58,20,536.51,2023-09-18,2.1,Credit Card,No,Not Returned
Mumbai,Female,33,Books,71.93,39,404.54,2023-03-31,1.5,Net Banking,No,Not Returned
Hyderabad,Male,38,Toys,94.38,33,579.78,2023-06-22,4.3,Credit Card,Yes,Not Returned
Delhi,Female,57,Electronics,237.0,17,864.4,2023-04-24,3.6,Wallet,No,Not Returned
Bengaluru,Male,46,Groceries,398.63,34,3526.98,2023-07-01,2.3,Cash,No,Returned
Mumbai,Female,53,Groceries,244.91,16,1020.88,2023-01-03,3.5,Wallet,No,Returned
Mumbai,Female,65,Toys,325.51,15,1386.49,2023-05-13,1.2,Wallet,No,Not Returned
Bengaluru,Male,46,Electronics,463.46,11,1271.0,2023-10-13,3.2,Net Banking,Yes,Returned
Mumbai,Female,52,Toys,454.36,24,3173.86,2023-06-03,1.2,Net Banking,No,Returned
Pune,Male,18,Books,111.88,34,450.13,2023-08-25,2.9,UPI,No,Not Returned
Chennai,Male,61,Toys,270.36,42,2876.18,2023-04-07,2.9,Wallet,No,Returned
Chennai,Male,47,Books,253.06,6,234.68,2023-12-22,2.5,UPI,No,Returned
Lucknow,Female,31,Electronics,216.67,20,815.72,2023-07-11,3.4,Cash,No,Not Returned
Hyderabad,Female,20,Toys,324.33,41,3826.37,2023-04-03,3.2,Cash,No,Not Returned
Jaipur,Male,27,Clothing,422.07,34,1622.26,2023-09-03,1.3,UPI,Yes,Returned
Jaipur,Male,54,Books,32.78,13,64.51,2023-12-24,2.9,Cash,Yes,Returned
Pune,Female,52,Clothing,181.79,36,1767.05,2023-06-24,2.1,UPI,No,Not Returned
Jaipur,Male,31,Groceries,339.5,10,849.17,2023-12-20,3.8,UPI,No,Not Returned
Pune,Female,46,Books,334.88,48,4367.61,2023-05-08,4.6,Cash,No,Not Returned
Hyderabad,Male,50,Clothing,94.58,1,28.26,2023-12-14,4.5,Wallet,No,Not Returned
Ahmedabad,Female,33,Electronics,268.58,20,1587.47,2023-10-24,4.1,Cash,Yes,Not Returned
Ahmedabad,Male,58,Clothing,110.07,35,454.04,2023-01-28,3.9,Cash,No,Returned
Pune,Male,27,Electronics,48.46,23,292.85,2023-07-12,1.3,UPI,No,Returned
Bengaluru,Male,52,Toys,340.0,13,533.85,2023-10-30,2.0,UPI,No,Returned
Pune,Female,61,Electronics,63.46,22,334.93,2023-09-16,1.2,Credit Card,Yes,Returned
Hyderabad,Male,38,Clothing,55.25,45,617.64,2023-10-07,1.1,Net Banking,Yes,Returned
Chennai,Male,21,Electronics,276.93,20,1377.22,2023-06-16,3.9,Wallet,No,Returned
Mumbai,Male,44,Books,238.07,31,2038.59,2023-09-24,1.2,Net Banking,No,Not Returned
Kolkata,Female,30,Clothing,343.1,23,1243.95,2023-01-04,4.0,Credit Card,No,Returned
Pune,Female,45,Groceries,54.62,21,174.54,2023-01-05,4.3,Wallet,No,Returned
Delhi,Female,63,Toys,95.05,37,658.81,2023-03-18,3.3,Credit Card,No,Not Returned
Ahmedabad,Male,52,Books,139.72,5,161.75,2023-04-08,1.6,Cash,Yes,Returned
Ahmedabad,Female,64,Toys,225.83,42,1426.72,2023-01-03,4.8,UPI,No,Not Returned
Pune,Female,55,Groceries,412.1,24,1366.98,2023-10-20,2.5,Net Banking,Yes,Returned
Chennai,Male,53,Books,337.2,25,1447.71,2023-03-21,4.5,Cash,No,Returned
Bengaluru,Female,47,Electronics,268.61,13,1027.44,2023-09-22,3.1,UPI,No,Returned
Ahmedabad,Male,21,Books,359.85,21,1727.25,2023-04-06,2.5,Wallet,No,Returned
Mumbai,Female,38,Electronics,232.54,50,2506.64,2023-06-22,4.1,Credit Card,Yes,Returned
Ahmedabad,Male,44,Toys,249.44,20,1347.88,2023-02-05,3.0,Credit Card,Yes,Returned
Pune,Male,62,Toys,253.64,18,571.06,2023-08-06,4.5,Credit Card,Yes,Not Returned
Delhi,Male,33,Books,173.64,39,1888.2,2023-08-11,2.5,Credit Card,No,Returned
Jaipur,Female,53,Electronics,330.31,33,2810.91,2023-05-11,3.7,Cash,No,Not Returned
Bengaluru,Male,50,Electronics,83.12,49,805.04,2023-11-01,2.2,UPI,No,Not Returned
Ahmedabad,Male,65,Toys,441.11,18,909.36,2023-03-05,2.1,Net Banking,Yes,Not Returned
Lucknow,Male,27,Groceries,332.15,15,925.91,2023-04-13,4.1,Credit Card,Yes,Returned
Lucknow,Female,56,Groceries,7.26,5,5.17,2023-06-02,2.9,UPI,No,Not Returned
Hyderabad,Female,42,Toys,175.7,40,1308.75,2023-04-18,2.8,Net Banking,No,Returned
Hyderabad,Male,48,Books,312.31,39,1427.07,2023-04-29,4.8,Credit Card,No,Not Returned
Mumbai,Female,32,Electronics,277.46,41,1574.44,2023-07-12,4.0,UPI,Yes,Not Returned
Pune,Female,25,Books,42.49,41,362.3,2023-10-15,3.1,Credit Card,No,Returned
Hyderabad,Male,65,Clothing,151.85,33,1114.55,2023-05-02,2.5,Cash,Yes,Not Returned
Chennai,Female,41,Toys,324.21,28,2318.13,2023-05-07,3.3,Cash,Yes,Returned
Lucknow,Male,49,Books,493.79,18,2148.97,2023-03-22,3.0,Cash,No,Not Returned
Lucknow,Male,28,Toys,336.77,4,157.09,2023-10-30,1.6,Net Banking,No,Not Returned
Lucknow,Female,48,Groceries,317.23,14,662.67,2023-03-03,4.9,UPI,Yes,Not Returned
Delhi,Female,19,Groceries,230.61,8,338.1,2023-01-28,3.1,UPI,No,Returned
Hyderabad,Female,43,Electronics,112.39,11,194.8,2023-10-10,4.9,Net Banking,No,Not Returned
Hyderabad,Female,38,Books,152.26,41,1414.63,2023-11-27,2.9,Cash,No,Not Returned
Kolkata,Male,57,Groceries,226.61,42,2060.83,2023-03-10,3.6,UPI,No,Returned
Lucknow,Male,30,Toys,307.13,12,639.2,2023-10-21,3.9,Wallet,No,Not Returned
Kolkata,Male,42,Toys,17.65,6,19.1,2023-06-22,3.1,Net Banking,No,Returned
Delhi,Female,19,Clothing,165.36,24,835.4,2023-10-06,3.7,UPI,No,Not Returned
Mumbai,Female,45,Toys,242.63,12,663.57,2023-04-07,4.9,UPI,Yes,Not Returned
Hyderabad,Male,19,Toys,488.18,47,5088.65,2023-04-30,3.0,Credit Card,Yes,Not Returned
Lucknow,Male,18,Groceries,341.24,47,4462.82,2023-12-06,3.1,Credit Card,Yes,Returned
Pune,Male,60,Electronics,345.62,49,3771.77,2023-02-26,2.7,UPI,No,Returned
Mumbai,Female,48,Clothing,55.37,13,119.55,2023-12-07,1.1,Wallet,Yes,Not Returned
Jaipur,Female,23,Toys,453.51,12,554.98,2023-12-05,3.9,Cash,No,Returned
Delhi,Female,51,Groceries,10.85,4,10.0,2023-04-06,3.4,Cash,Yes,Returned
Bengaluru,Female,40,Books,440.47,13,1312.72,2023-05-12,3.4,Credit Card,Yes,Returned
Bengaluru,Female,30,Electronics,74.82,33,571.64,2023-04-14,2.0,UPI,Yes,Not Returned
Delhi,Male,26,Clothing,491.07,28,3393.51,2023-01-08,4.6,Net Banking,No,Not Returned
Ahmedabad,Male,18,Groceries,318.28,33,1264.43,2023-01-16,4.4,Net Banking,Yes,Not Returned
Pune,Female,48,Groceries,155.95,14,649.39,2023-04-12,2.2,Credit Card,Yes,Not Returned
Ahmedabad,Female,32,Toys,24.5,5,28.88,2023-09-17,4.0,UPI,Yes,Returned
Pune,Male,31,Toys,110.22,46,1515.89,2023-01-13,2.7,Cash,Yes,Returned
Hyderabad,Female,24,Electronics,200.57,47,2187.54,2023-09-03,3.2,Cash,No,Not Returned
Hyderabad,Female,28,Books,444.43,16,729.33,2023-05-17,3.6,Credit Card,No,Returned
